studid,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob=at_home,Mjob=health,Mjob=other,Mjob=services,Mjob=teacher,Fjob=teacher,Fjob=other,Fjob=services,Fjob=health,Fjob=at_home,reason=course,reason=other,reason=home,reason=reputation,guardian=mother,guardian=father,guardian=other,traveltime,failures,schoolsup,famsup,nursery,famrel,health,internet,activities,higher,romantic,freetime,goout,Dalc,Walc,absences,studytime,paid,bad_grade
304,0,0,17,0,0,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,3,4,0,1,0,0,2,3,1,1,2,3,0,1
305,0,0,18,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,3,1,1,0,1,3,3,1,1,0,3,0,1
306,0,1,17,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,4,4,1,0,1,0,4,4,2,3,8,1,0,1
307,0,1,18,1,1,0,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,4,1,1,1,0,0,2,5,3,4,6,2,0,0
308,0,1,17,0,0,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,5,5,1,1,0,1,4,4,3,4,0,2,0,0
309,0,0,18,1,0,1,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,4,4,1,1,0,0,3,4,2,2,8,2,0,1
310,0,1,18,0,0,1,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,5,5,1,1,0,1,4,5,1,3,4,2,0,0
311,0,0,18,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,4,3,1,0,1,1,3,5,1,2,12,2,0,1
312,0,0,19,0,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,4,5,1,1,0,0,3,5,3,3,16,2,0,1
313,0,0,18,0,0,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,4,2,1,1,0,1,5,5,1,3,10,4,0,0
314,0,0,18,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,4,3,0,0,0,0,4,3,1,1,2,2,0,1
315,0,1,17,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,3,1,0,1,0,1,5,2,2,2,2,2,0,0
316,0,0,18,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,1,1,0,0,1,2,5,1,2,8,2,0,0
317,0,0,17,0,0,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0,4,1,1,0,0,1,3,3,1,1,6,2,0,0
318,0,0,17,0,1,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,4,5,1,0,0,1,4,4,2,3,6,2,0,1
319,0,0,18,1,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,1,4,5,1,0,1,1,1,1,1,1,15,2,0,1
320,0,1,18,0,0,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,3,3,1,1,0,0,2,4,1,4,6,1,0,1
321,0,0,18,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,2,4,1,1,0,1,4,4,1,1,2,2,0,1
322,0,0,17,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,1,0,4,1,1,0,0,1,2,3,1,1,8,3,0,0
323,0,0,19,1,0,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,3,3,1,0,1,0,3,3,4,3,0,2,0,1
324,0,1,18,0,1,1,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,1,1,1,0,0,2,3,1,2,0,1,0,1
325,0,1,18,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,3,4,1,0,1,0,4,4,2,4,10,1,0,1
326,0,1,17,0,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,4,5,1,1,0,1,5,4,2,4,22,1,0,1
327,0,1,17,0,1,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,3,1,0,0,0,4,4,3,4,18,1,0,1
328,0,0,18,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,5,3,0,1,0,0,2,2,1,1,2,4,0,0
329,0,0,18,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,5,4,1,1,0,0,4,4,1,1,0,2,0,1
330,0,0,17,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,5,5,1,0,0,0,4,5,1,2,12,2,0,0
331,0,0,18,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,4,5,1,1,0,1,3,1,1,1,10,2,0,0
332,0,1,17,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,4,4,1,0,0,0,3,3,1,2,0,2,0,1
333,0,0,18,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,4,2,1,0,0,0,3,3,1,2,0,3,0,0
334,0,0,17,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,3,1,0,0,0,3,3,1,1,0,3,0,0
335,0,1,18,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,4,2,1,1,0,0,2,4,1,3,0,3,0,0
336,0,1,18,0,1,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,5,2,1,1,0,0,4,3,1,1,0,2,0,0
337,0,1,18,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,5,1,1,0,1,3,2,1,4,2,2,0,0
338,0,0,17,0,0,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,3,1,0,0,0,2,2,1,2,0,3,0,0
339,0,0,17,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,3,3,0,0,0,0,1,2,1,1,0,4,0,0
340,0,1,18,1,1,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,5,4,1,1,0,0,4,2,1,1,0,3,0,0
341,0,1,17,0,0,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,5,1,0,0,0,4,3,1,3,0,1,0,0
342,0,0,19,0,0,1,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,2,2,1,1,0,0,3,4,2,3,2,2,0,1
343,0,0,18,0,1,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,4,2,1,0,0,1,4,5,1,2,0,2,0,0
344,0,0,18,0,0,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,4,3,1,0,0,0,3,3,1,1,0,4,0,0
345,0,1,18,0,1,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,4,2,2,2,0,1,0,0
346,0,0,18,0,1,0,4,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,4,1,0,0,1,2,4,1,1,0,2,1,0
347,0,1,17,0,1,1,4,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,4,5,1,0,0,0,1,1,2,2,0,1,0,1
348,0,0,17,1,0,1,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,1,0,5,5,1,1,0,0,3,4,1,1,0,3,0,1
349,0,0,17,0,0,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,4,3,1,0,0,0,3,3,1,1,0,3,0,0
350,0,0,17,0,0,1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,5,5,1,1,0,0,2,2,1,2,0,4,0,0
351,0,1,19,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,1,0,0,4,5,1,1,0,1,3,1,1,1,0,3,0,1
352,0,1,20,0,0,0,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,5,5,0,1,0,0,5,3,1,1,0,1,0,0
353,0,1,19,1,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4,5,0,1,0,1,5,3,1,2,0,2,0,1
354,0,0,18,0,0,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,3,5,0,0,0,1,4,4,1,2,2,2,0,1
355,0,0,18,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,1,1,1,0,0,3,3,1,2,2,2,0,0
356,0,0,17,0,0,1,2,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,4,3,1,1,0,1,2,1,1,1,2,2,0,0
357,0,0,17,1,0,1,4,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,5,1,1,0,0,4,4,1,1,2,1,0,0
358,0,0,18,0,0,1,4,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,5,1,1,0,1,3,4,1,1,2,3,0,0
359,0,0,18,0,1,1,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,3,1,1,0,0,0,2,4,1,4,8,1,0,0
360,0,0,17,1,0,1,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,4,5,1,1,0,0,3,4,2,5,2,3,0,0
361,0,0,18,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,4,3,1,0,0,0,1,4,1,1,8,2,0,0
362,0,1,19,0,0,1,4,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,1,1,1,0,1,4,4,1,1,9,2,0,1
363,0,0,18,0,0,1,4,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,5,1,0,0,0,4,4,3,3,0,2,0,1
364,0,0,18,0,0,1,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,5,1,1,1,0,1,4,4,1,1,4,1,0,0
365,0,0,17,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,5,5,1,1,0,0,3,4,1,2,2,1,0,0
366,0,0,17,0,0,0,4,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,5,5,1,0,0,1,2,2,1,2,14,2,0,0
367,0,0,17,0,1,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,5,5,1,0,0,0,3,3,1,1,0,2,0,1
368,0,0,17,0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,4,2,1,1,0,0,2,3,2,2,2,2,0,0
369,0,1,18,0,1,1,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,4,5,1,0,0,0,2,5,3,4,2,1,0,1
370,0,0,19,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,5,0,1,1,1,5,5,4,3,12,3,0,1
371,0,0,19,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,1,1,1,5,4,1,0,0,1,3,4,1,1,2,2,0,1
372,0,0,18,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,5,1,1,0,1,3,5,2,4,2,1,0,1
373,0,0,17,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,3,0,0,0,1,2,2,1,1,4,2,0,1
374,0,0,17,1,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,3,3,1,1,0,0,3,2,2,2,0,3,0,1
375,0,0,17,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,3,5,1,0,0,0,4,3,2,3,0,3,0,0
376,0,0,17,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,3,2,1,0,0,0,3,3,2,3,0,3,0,0
377,0,0,18,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,4,2,1,1,0,0,5,5,1,2,0,3,0,0
378,0,1,18,0,0,1,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,3,1,1,0,0,3,3,2,2,0,3,0,1
379,0,1,17,0,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,4,5,1,1,0,0,3,5,3,5,0,1,0,0
380,0,1,17,1,0,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,1,0,4,4,1,0,0,0,4,5,5,5,2,1,0,1
381,0,0,17,0,0,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,5,4,1,1,0,0,4,4,1,3,0,3,0,1
382,0,0,17,0,0,1,4,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,4,4,1,0,0,1,3,3,1,2,4,3,0,0
383,0,0,17,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,5,1,1,0,0,2,5,2,5,2,1,1,1
384,0,1,18,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,5,1,1,0,0,5,5,2,4,0,4,1,1
385,0,1,19,1,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,5,5,0,0,0,1,3,4,2,2,0,1,0,1
386,0,0,18,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,4,2,0,1,0,1,2,5,1,1,2,2,0,1
387,0,0,17,1,0,1,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,4,5,1,0,0,1,4,3,1,1,0,3,0,0
388,0,1,18,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,5,5,1,0,0,0,4,2,1,2,6,1,0,0
389,0,0,18,0,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,5,4,1,1,0,0,3,4,1,1,8,2,0,1
390,0,0,18,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,4,2,1,1,0,1,3,3,1,1,0,2,0,1
391,0,0,18,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,4,0,1,0,0,4,4,1,1,6,4,0,0
392,0,0,17,0,0,1,3,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,5,1,0,0,0,4,5,1,3,8,3,0,0
393,0,0,17,0,0,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,2,1,0,0,1,3,2,2,3,0,2,0,0
394,0,0,18,0,1,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,5,1,1,0,0,0,3,3,1,1,4,4,0,0
395,0,0,17,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,2,1,0,0,0,3,3,2,3,0,2,0,0
396,0,1,18,0,0,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,4,2,1,1,0,0,3,3,2,2,0,2,0,1
397,0,1,18,0,1,1,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,5,1,1,0,1,3,3,1,3,6,2,0,0
398,0,0,17,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,3,4,1,0,0,1,3,1,1,2,18,2,0,0
399,0,0,18,0,0,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,3,1,0,0,0,3,3,1,2,0,3,0,0
400,0,0,18,0,0,1,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,5,1,1,0,0,1,4,3,2,3,4,3,0,0
401,0,1,18,1,0,1,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,4,1,0,0,1,3,2,1,2,4,3,0,0
402,0,1,18,0,0,1,4,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,5,5,1,0,0,1,4,5,2,3,0,3,0,0
403,0,0,17,0,0,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,4,1,1,0,1,4,3,1,3,0,3,0,1
404,0,0,17,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,4,1,1,1,0,1,3,4,2,2,10,2,0,0
405,0,0,17,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,4,1,1,0,0,3,5,2,4,4,2,0,0
406,0,0,19,0,1,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,2,5,1,0,1,0,2,3,3,4,16,1,0,1
407,0,0,17,0,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,4,3,1,0,0,1,1,2,1,1,6,1,1,1
408,0,0,21,0,1,1,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,3,5,1,1,0,0,3,2,1,1,0,3,1,1
409,0,1,18,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,4,3,1,1,1,0,4,4,1,3,11,2,0,1
410,0,1,18,0,1,0,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,2,1,1,0,1,3,5,1,4,9,2,0,0
411,0,0,17,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,4,1,1,0,0,3,4,1,3,0,2,0,0
412,0,1,17,0,1,0,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,4,1,0,0,0,4,2,1,2,2,3,0,0
413,0,0,18,0,1,1,4,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,3,1,1,0,0,2,2,1,1,0,2,0,0
414,0,1,21,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,5,4,1,1,1,1,3,3,5,2,21,2,0,1
415,0,0,20,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,3,3,1,0,0,1,2,2,1,3,8,3,0,0
416,0,0,19,0,0,1,4,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,5,1,0,0,1,2,5,4,4,5,1,0,1
417,0,1,17,0,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,5,1,0,0,0,4,4,1,2,10,2,0,0
418,0,0,18,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,4,2,1,0,0,1,3,4,1,2,5,3,0,0
419,0,1,18,1,0,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,4,1,0,0,0,1,3,4,5,13,1,0,0
420,0,1,19,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,5,4,1,0,0,0,3,4,1,4,10,1,0,1
421,0,0,18,0,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,4,4,1,0,0,0,1,4,1,3,10,2,0,0
422,0,0,20,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,5,5,1,0,0,1,3,1,1,1,5,1,0,1
423,0,0,18,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,3,1,1,1,0,1,1,2,1,2,4,2,0,1
424,1,0,16,0,0,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,4,5,1,0,1,1,3,3,1,3,11,1,0,1
425,1,0,16,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,4,5,1,1,0,0,4,4,1,1,0,2,0,1
426,1,0,15,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,4,2,0,0,0,1,1,3,1,1,6,1,0,1
427,1,0,15,1,0,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,5,1,0,0,0,4,4,2,3,4,1,0,1
428,1,0,16,1,0,1,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,5,0,0,0,0,5,2,1,2,0,2,0,0
429,1,0,15,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1,0,3,4,1,1,0,1,0,1
430,1,1,16,1,1,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,5,2,0,0,0,0,3,2,1,3,5,2,0,1
431,1,1,16,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,5,1,0,0,0,4,3,1,1,0,3,0,1
432,1,0,17,1,0,1,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,4,5,0,0,0,1,5,4,1,2,0,2,0,1
433,1,0,17,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,5,5,1,0,1,0,4,4,2,2,0,1,0,1
434,1,0,15,1,0,1,4,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,5,1,0,0,1,5,1,3,5,0,1,0,0
435,1,0,16,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,1,0,1,1,1,2,1,1,1,4,4,0,1
436,1,0,15,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,5,4,1,0,0,0,4,3,1,2,0,2,0,1
437,1,0,15,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,1,1,0,4,2,1,0,0,1,4,3,1,2,4,1,0,1
438,1,0,16,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,3,2,0,1,0,0,2,3,1,2,0,1,0,1
439,1,0,17,1,0,1,2,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,3,1,0,0,0,5,5,1,3,2,1,0,1
440,1,0,15,1,0,1,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,1,4,4,1,0,0,0,1,3,1,1,0,1,0,0
441,1,1,16,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,1,0,5,3,0,1,0,1,4,5,4,5,0,2,0,1
442,1,1,17,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,4,5,1,0,0,0,4,3,2,4,4,2,1,1
443,1,1,15,1,1,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,5,2,1,1,0,0,3,4,1,2,0,2,0,0
444,1,1,15,1,1,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,5,2,1,1,0,0,3,4,1,2,7,2,0,1
445,1,1,16,1,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,1,3,5,0,0,0,0,4,5,1,2,4,2,0,1
446,1,1,15,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,1,0,5,4,0,1,0,1,4,5,2,4,8,2,0,1
447,1,1,15,0,1,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,5,5,1,1,0,0,3,3,1,1,0,2,0,1
448,1,1,17,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,5,3,0,1,1,1,5,5,5,5,8,1,0,1
449,1,0,16,1,0,1,4,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,4,1,1,0,1,2,2,1,1,6,3,0,0
450,1,0,15,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,5,1,0,0,0,0,1,2,1,1,3,1,0,1
451,1,0,16,1,0,1,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,1,1,0,4,1,1,0,0,0,5,4,1,2,2,2,0,0
452,1,1,16,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,4,5,0,0,0,0,3,3,1,1,0,2,0,1
453,1,0,16,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,1,0,4,4,1,0,0,0,4,5,1,1,4,2,0,1
454,1,0,16,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,4,0,0,0,0,3,2,1,2,0,3,0,1
455,1,0,16,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,4,0,0,0,0,3,2,1,2,3,3,0,1
456,1,0,15,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,4,2,1,0,0,0,4,2,3,3,0,2,0,1
